@RELATION iris

@ATTRIBUTE Text STRING
@ATTRIBUTE class {0,1}

@DATA
'המחיר ששילמנו היה מחיר רצפה ביחס לתמורה המצוינת  אם המחיר משתלם לכו על זה אחלה מלון לא תמצאו טוב יותר' ,1
'היה מהנה אוכל ושתיה סביב השעון בריכות לכל הגילאים חוף ים פרטי קטן מגלשות מים "מסיבת קצף" קטנה כל יום אחה"צ פשוט תענוג  מרחק הליכה מהעיר ומהטיילת שלה' ,1
'יחס נפלא במלון צוות אדיב ומאיר פנים חדרים גדולים ומרווחים כל הזמן יש משהו לעשות מלא מגלשות הפעלות ומסיבות לילדים חוויה מדהימה' ,1
'החדרים היו ישנים הרעש ממסיבות הקיץ בשתי לילות הפריע להירדם' ,0
'הכל היה מצוייןשרות ניקיון והצוות הכל היה מעולה  המיקום מעולה' ,1
'לא הגיוני למקם בסמיכות למלון המיועד למשפחות עם ילדים מתחם מסיבות רועש הכניסה למסיבות היא בתשלום ולא כלולה בחבילת האירוח של המלון הרעש נוראי ומאוד מפריע לנופשים' ,0
'אין מעליות לחדרים כך שהורים מגיעים עם התינוקות וצריכים לעלות במדרגות אז אתה רואה פרצופים  כעוסים על זה שאין מעלית   מוזיקה בבריכה היא עם DJ עד השעות הקטנות של הלילה והמוזיקה רועשת מי שגר קרוב ורגיש ישמע את המוזיקה היטב אצלו בחדר' ,0
'המלון במקום מעולה החדרים מרווחים    החדר אוכל  ענק ואוכל מכל טוב הכל כלול אבל איכותי אין חוסר או לחץ מכל ההמון שיש שם החוף מדהים רחב נקי עם פינה של ספורט ימי אקסטרימי יש מגלשות מים לכל הגילאים בריכות רבות במרחב המלון מוזיקה של DJ לאורך כל היום בסביבת המלון יש קרטינגים מגרש קטן לגולף הצוותים של המלון עונים במיידי לכל פניה ועוזרים בכל דבר שנדרש הם פשוט מדהימים' ,1
'מיקום פנטסטיארוחות מדהימות שפע של בריכות מתקני שעשועים לילדים קארטינג סוסים מגלשות ברמה ללא תוריםאזור משפחות יוצא מן הכלל עם בארים של שתייה חופשים כולל אלכוהול טוסטים פיצות וציפס כל היום צוות המלון מדהים' ,1
'מיקום החדר היה מרוחק מאוד מאזור הקבלה וחדר האוכל הראשי  אינטרנט אלחוטי לא עבד   מוסיקה שרועשת מאוד עד הלילה ומפריעה מאוד בחדר האוכל' ,0
'המקום מקסים ומאוד יפה  בנוי על שטח גדול כריזורט ולא כמלוןשאנחנו מאוד אהבנו את זה המון פעילויות בעיקר לילדים מעל גיל 6 בריכות שמתאימות לכל גיל מגלשות מכל סוג ופינות חמד על קו החוף האוכל היה מאוד מגוון  חופשה שווה ומאוד מומלצת' ,1
'מלון מצוין למשפחות ולצעירים השירות מצוין צוות אדיב ומסביר פנים אוכל מגוון ובשפע המתקנים בפארק המים רבים מתחם לצעירים ומתחם עצום לילדים כולל מגלשות מים במקום מסעדות פזורות לצד הבריכותסנייק ברס פעילים כל היום המקום נקי מאוד ומטופח' ,1
'חוף הים צמוד למרגלות המלון מים נקיים וצלולים חוף נקי ומטופח   חשוב לציין כי הצוות מאוד שירותי' ,1
'הכל היה מצויין נופש חלומי השירות הבריכות המגלשות האוכל ממליצה בחום נהננו מאוד יש לי ילדים בגלאי 5 ו8 והם מאוד נהנו הצוות בידור היה ממש נחמד המלון ממוקם מצויין על הטיילת בחרוניסוס אין צורך לצאת מהמלון יש בו הכל' ,1
'מקום נהדר לחופשה משפחתית שכולל את הכל לכל אלה שרוצים בטן גב יש את כל מה שצריך לחופשה מסוג זה  הזמנו ברגע האחרון כך שקיבלנו מחיר מ"הסרטים"  אוכל מכל הסוגים' ,1
'מקום מושלם למשפחות היה נהדר נקי מסודר מתקנים מצויינים לילדים בכל הגילאים' ,1
'מתקמצנים על המגבות אחרי השעה 15 אין שירות חדרים במקרה שלנו לא החליפו לנו מגבות לנקיות ביום השני וגם לאחר מספר בקשות הם היתעקשו שהחליפו ולבסוף נשארנו להיתקלח באותו יום עם המגבות מלוכלכות' ,0
'הלקוח לא תמיד צודק והשירות חדרים שטען שהחליף הוא מי שקובע וזאת הייתה אכזבה מאד גדולה' ,0
'יש במקום שני מסעדות אחת מסעדה כרתיית ומסעדה אסייתית שדרוש שיפור בהן הכרתיית פשוט אותו הדבר משעממת כמו בחדר אוכל ואפילו פחות  קמנו וחזרנו לחדר אוכל והאסייתית לא טעימה' ,0
'בחדר המשפחה אין פרטיות להורים   בברכה במרכזית אין סנייק בר זה קצת ביאס כי היינו צריכים כל הזמן ללכת למקום מרוחק יותר' ,0
'המקום נקי מאוד ומטופח האוכל מגוון מאוד  כל אחד יכול למצוא מה לאכול והרבה הקינוחים מעולים מגוון רחב של מתקני פעילות כך שאף פעם לא היה עומס בבריכה  מקום יפיפה על הים  הכי חשוב שירות מאוד אדיב של כל הצוות  אנחנו בהחלט נשמח לחזור' ,1
'החופשה המושלמת עם ילדיםאוכל מגוון וטעיםפורמט הכל כלול הופך את החופשה לפשוטה ונוחה עם 3 ילדים קטניםבמלון 3 ברים לטובת משקאות ההכל כלול ועוד מספר ברים שאינם כלולים בו המיקום נוח וקרוב לים כאשר יש למלון רצועת חוף יםה וארוכהשטח הבריכות עצום ולא מורגשת כמות האורחים' ,1
'הבריכות לילדים מקסימות בגיוון ובגודל וכל יום ישבנו באחת אחרת  פארק המים הוא 4 מגלשות רציניות ומושקעות בהחלט שווה  אין בבריכות מצילים כך שאין לבנות על זה' ,1
'השירותים והאמבטיה לא היו במיטבם עניין של עיצוב ותחזוקה  חם מאוד וחסר מקומות מוצלים בפארק המים גם אין מזגנים בחדרי אוכל וקשה לאכול כשחם' ,0
'בעיקר דברים קטנים כמו  אין גגון מעל המרפסות בבבניין בו החדר שלנו היה  הרוח והגשם פשוט מכים מאוד  והמזגן עשה רעש בלתי נסבל' ,0
'מיקום נהדר קרוב לשדה על החוף המקום פשוט אבל גדול נקי ונעים מבחר המגלשות והבריכות לילדים שלנו היה מעולה  האוכל בשפע ברמה סבירה' ,1
'המלון מצוייןלמשפחות עם ילדים   תמורה טובה לכסף   הצוות אדיב מאוד ידידותי ונעים   מומלץ בחום' ,1
'חדר לא היה נקי  הרהיטים ישנים ולא נוחים  שמיכה ומצעים ישנים  רמת החדר לא ברמה של 4 כוכבים' ,0
'האוכל  השירות והחדרים היו ברמה טובה ותמורה מלאה למחיר המתקנים של הבריכות סיפקו מאוד את הילדים' ,1
'גילינו ב 4 בבוקר שדלת חדר האמבטיה לא נפתחת בקבלה ידעו להנחות אותנו איך לפתוח ובבוקר שלחו מישהו שהחליף את המנעול רק שאז שמו מנעול שלא ננעל בכלל' ,0
'החדר סטנדרטי האוכל טוב  לא תמיד מצאנו בדיוק את הדברים הכי טעימים לנו בעקר הילדים כי הטעם הישראלי כנראה שונה מהטעם האירופאי אבל סה"כ האוכל ממש טוב ויש מגוון גדול' ,1
'הילדים אהבו אבל מיצו אחרי יומיים יש 3 בריכות לקטנטנים עם מתקנים שונים ומשפריצים מגלשות קטנות וכדומה  טיפול הצוות היה סבבה  עזרו לנו עם מידע מועיל כשביקשנו ולמשל הדפיסו עבורנו כרטיסים לאטרקציה שקנינו באינטרנט' ,1
'המקום צעיר ותוסס  המון צעירים מכל העולם מסיבות קצף ומוסיקה לריקודים אלכוהול שנמזג כמו מים  למי שאוהב את זה  חוף הים נחמד מאוד יש מפרצונים שקטים ואזורים עם גלים' ,1
'אוכל מעולה בריכות מדהימות וכיף אדיר לילדים ולהורים' ,1
'מקום מצויין למשפחות שלא מחפשות לצאת מהמלון צוות המלון ברובו אדיב מלבד כמה עובדים מעצבנים הארוחות טובות' ,1
'מה שהכי פוגם בחוויה זה הרעש ממסיבות בפארק המים רעש בלתי נסבל בעיקר בחדרים הקרובים  זה אמנם לא קורה כל יום אבל זה בהחלט מפריע  החדרים עצמם קצת מיושנים ולא מספיק גדולים למשפחה' ,0
'מקום ממוקם מצויין צוות אדיב אוכל מגוון וטוב לרוב  נקי מאד ומתוקתק  הילדים נהנו מהבריכות וכלל הפעילויות' ,1
'האוכל טוב מאוד הניקיון בסדר החדרים בסדר הפרק בסדר קבלת פנים של הצוות בסדר  לסיכום ציון טוב מאוד בכללי' ,1
'בחדר הרחצה יש זכוכית קבועה שמגנה רק על מחצית מהאמבטיה דבר שגורם לרטיבות בשאר חדר רחצה ואין מגב קבוע בחדר' ,0
